https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	1	Cat's Grace	Description
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	1	Rapid Reflexes	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	2	Fleetness	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	3	Blink	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	3	Traversal	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	4	Draught of Elegance	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	4	Unerring Aim	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	5	Lightning Strike	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	5	Split Second	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	6	Flawless Parry	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	6	Precision	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	6	Projectile	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	6	Tireless Tread	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	6	Quickness	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	6	Momentum	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	7	Celerity Refinement	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	7	Flower of Death	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	7	Quickness	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	7	Stutter-Step	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	8	Physical Defiance	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	8	The Unseen Storm	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	8	Time out of Time	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	8	Zephyr	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	9	Paragon of Motion	N/A
https://whitewolf.fandom.com/wiki/Celerity_(VTM)	Celerity	skill	9	Between the Ticks	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	6	Imprint	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	6	Master of the Forge	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	6	Relentless Pursuit	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	6	The Fist of Caine	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	6	The Gentle Rebuke	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	6	Crush	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	7	Earthshock	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	7	Fist of the Titans	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	7	Immovable Object	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	7	The Forger's Hammer	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	7	Brutality	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	8	Aftershock	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	8	Flick	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	8	Lend the Supernatural Vigor	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	8	Touch of Pain	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	9	Might of the Heroes	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	1	Lethal Body	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	1	Soaring Leap	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	2	Prowess	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	3	Brutal Feed	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	3	Spark of Rage	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	3	Uncanny Grip	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	4	Draught of Might	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	5	Earthshock	N/A
https://whitewolf.fandom.com/wiki/Potence	Potence	skill	5	Fist of Caine	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Blithe Acceptance	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Busy Doing Nothing	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Conceal	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Confusion of the Eye	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Diastatsis	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Displacement	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Gemini's Mirror	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Invisible Weapon	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Manifold Guise	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Mask of Janus	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Mental Maze	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Mind Blank	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Scrawl	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	6	Soul Mask	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Cache	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Cloak	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Fortress of Silence	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Veil of Blissful Ignorance	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Veil the Legions	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	7	Visit Faerieland	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	8	Horrid Countenance	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	8	Old Friend	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	8	Phantom Haunter	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	9	Create Name	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	9	Obscure God's Creation	N/A
https://whitewolf.fandom.com/wiki/Obfuscate_(VTM)	Obfuscate	skill	10	Memories Fading Glimpse	N/A
